"tick","Marist_KEVs","CVSS_KEVs","EPSS_KEVs","FIFO_KEVs","LIFO_KEVs","Random_KEVs"
69.0,56.0,60.0,32.0,67.0,69.0,64.0
70.0,56.0,60.0,32.0,67.0,69.0,64.0
71.0,56.0,60.0,32.0,67.0,68.0,64.0
72.0,56.0,60.0,32.0,67.0,68.0,64.0
73.0,56.0,60.0,32.0,67.0,68.0,64.0
74.0,55.0,60.0,32.0,67.0,68.0,64.0
75.0,55.0,60.0,32.0,67.0,68.0,64.0
76.0,55.0,59.0,32.0,67.0,68.0,64.0
77.0,55.0,59.0,32.0,67.0,68.0,64.0
78.0,55.0,58.0,32.0,67.0,68.0,63.0
79.0,55.0,58.0,32.0,67.0,68.0,63.0
80.0,55.0,58.0,32.0,66.0,68.0,63.0
81.0,55.0,58.0,32.0,66.0,68.0,63.0
82.0,55.0,58.0,32.0,66.0,67.0,63.0
83.0,54.0,58.0,32.0,66.0,67.0,63.0
84.0,54.0,57.0,32.0,66.0,67.0,63.0
85.0,54.0,57.0,32.0,66.0,67.0,63.0
86.0,53.0,57.0,32.0,66.0,67.0,63.0
87.0,53.0,57.0,32.0,66.0,67.0,63.0
88.0,52.0,57.0,32.0,66.0,67.0,63.0
89.0,52.0,57.0,31.0,66.0,67.0,63.0
90.0,52.0,57.0,30.0,66.0,67.0,63.0
91.0,52.0,57.0,30.0,66.0,67.0,63.0
92.0,52.0,57.0,30.0,66.0,67.0,63.0
93.0,51.0,57.0,30.0,66.0,67.0,63.0
94.0,51.0,57.0,29.0,66.0,67.0,63.0
95.0,51.0,57.0,29.0,66.0,67.0,63.0
96.0,51.0,57.0,29.0,66.0,67.0,63.0
97.0,51.0,57.0,29.0,66.0,67.0,63.0
98.0,51.0,57.0,28.0,66.0,67.0,63.0
99.0,51.0,56.0,28.0,66.0,67.0,63.0
100.0,51.0,56.0,28.0,66.0,66.0,63.0
101.0,51.0,56.0,28.0,66.0,66.0,63.0
102.0,51.0,56.0,28.0,66.0,66.0,63.0
103.0,51.0,56.0,28.0,66.0,66.0,63.0
104.0,51.0,56.0,28.0,66.0,66.0,63.0
105.0,51.0,56.0,28.0,66.0,66.0,63.0
106.0,50.0,55.0,28.0,66.0,66.0,62.0
107.0,50.0,54.0,28.0,66.0,66.0,62.0
108.0,50.0,54.0,27.0,66.0,66.0,62.0
109.0,50.0,54.0,27.0,66.0,66.0,62.0
110.0,50.0,54.0,27.0,66.0,66.0,62.0
111.0,50.0,53.0,27.0,66.0,65.0,62.0
112.0,50.0,53.0,27.0,66.0,65.0,62.0
113.0,50.0,52.0,27.0,66.0,65.0,61.0
114.0,50.0,52.0,27.0,66.0,65.0,61.0
115.0,50.0,52.0,27.0,65.0,65.0,61.0
116.0,50.0,52.0,27.0,65.0,65.0,61.0
117.0,50.0,52.0,26.0,65.0,65.0,61.0
118.0,50.0,51.0,26.0,65.0,65.0,60.0
119.0,50.0,51.0,26.0,65.0,65.0,60.0
120.0,50.0,51.0,26.0,65.0,64.0,59.0
121.0,50.0,51.0,26.0,65.0,64.0,59.0
122.0,50.0,51.0,26.0,65.0,63.0,58.0
123.0,50.0,51.0,26.0,65.0,63.0,57.0
124.0,50.0,51.0,26.0,65.0,63.0,57.0
125.0,50.0,51.0,26.0,65.0,63.0,57.0
126.0,50.0,51.0,26.0,65.0,63.0,57.0
127.0,50.0,51.0,26.0,65.0,63.0,57.0
128.0,50.0,50.0,26.0,65.0,63.0,57.0
129.0,50.0,50.0,26.0,65.0,63.0,57.0
130.0,50.0,50.0,26.0,65.0,63.0,57.0
131.0,50.0,50.0,26.0,65.0,63.0,57.0
132.0,50.0,50.0,26.0,65.0,63.0,57.0
133.0,50.0,50.0,26.0,65.0,63.0,57.0
134.0,50.0,50.0,26.0,65.0,63.0,57.0
135.0,50.0,50.0,26.0,65.0,63.0,56.0
136.0,50.0,50.0,26.0,64.0,63.0,56.0
137.0,50.0,50.0,26.0,64.0,63.0,56.0
138.0,50.0,50.0,26.0,64.0,63.0,56.0
139.0,50.0,50.0,26.0,64.0,63.0,56.0
140.0,50.0,50.0,26.0,64.0,63.0,56.0
141.0,50.0,50.0,26.0,64.0,63.0,56.0
142.0,50.0,50.0,26.0,64.0,63.0,56.0
143.0,50.0,50.0,26.0,64.0,63.0,55.0
144.0,50.0,50.0,26.0,64.0,62.0,55.0
145.0,49.0,49.0,25.0,64.0,62.0,55.0
146.0,49.0,49.0,25.0,64.0,62.0,55.0
147.0,49.0,49.0,24.0,64.0,62.0,55.0
148.0,49.0,49.0,24.0,64.0,62.0,55.0
149.0,49.0,49.0,24.0,64.0,62.0,55.0
150.0,49.0,49.0,24.0,64.0,62.0,55.0
151.0,49.0,49.0,24.0,64.0,62.0,55.0
152.0,49.0,49.0,24.0,64.0,62.0,55.0
153.0,49.0,49.0,24.0,64.0,62.0,55.0
154.0,49.0,49.0,24.0,64.0,62.0,55.0
155.0,49.0,49.0,24.0,64.0,62.0,55.0
156.0,49.0,48.0,24.0,64.0,62.0,55.0
157.0,49.0,48.0,24.0,64.0,61.0,55.0
158.0,49.0,48.0,24.0,64.0,61.0,55.0
159.0,49.0,48.0,24.0,64.0,61.0,55.0
160.0,49.0,48.0,24.0,64.0,61.0,55.0
161.0,49.0,48.0,24.0,64.0,61.0,55.0
162.0,49.0,48.0,24.0,64.0,61.0,55.0
163.0,49.0,48.0,24.0,64.0,61.0,55.0
164.0,49.0,47.0,24.0,64.0,60.0,55.0
165.0,49.0,47.0,24.0,64.0,60.0,55.0
166.0,49.0,47.0,24.0,64.0,60.0,54.0
167.0,49.0,47.0,24.0,64.0,60.0,54.0
168.0,48.0,47.0,24.0,63.0,60.0,54.0
169.0,48.0,47.0,24.0,63.0,60.0,54.0
170.0,48.0,47.0,24.0,63.0,60.0,54.0
171.0,48.0,47.0,24.0,63.0,60.0,54.0
172.0,48.0,47.0,24.0,63.0,60.0,54.0
173.0,48.0,47.0,24.0,63.0,60.0,53.0
174.0,48.0,47.0,24.0,63.0,60.0,53.0
175.0,48.0,47.0,24.0,63.0,60.0,53.0
176.0,48.0,47.0,24.0,63.0,60.0,53.0
177.0,48.0,47.0,24.0,63.0,60.0,53.0
178.0,48.0,47.0,24.0,63.0,60.0,52.0
179.0,48.0,47.0,24.0,63.0,60.0,52.0
180.0,47.0,46.0,24.0,63.0,60.0,52.0
181.0,46.0,46.0,24.0,62.0,60.0,52.0
182.0,46.0,46.0,24.0,62.0,60.0,52.0
183.0,46.0,46.0,24.0,62.0,60.0,51.0
184.0,46.0,46.0,24.0,62.0,60.0,51.0
185.0,46.0,45.0,24.0,62.0,60.0,51.0
186.0,46.0,44.0,24.0,62.0,60.0,51.0
187.0,45.0,44.0,24.0,62.0,60.0,51.0
188.0,45.0,44.0,24.0,62.0,60.0,50.0
189.0,45.0,44.0,24.0,62.0,60.0,50.0
190.0,45.0,44.0,23.0,62.0,60.0,50.0
191.0,45.0,44.0,23.0,62.0,60.0,50.0
192.0,45.0,44.0,23.0,62.0,60.0,50.0
193.0,44.0,44.0,22.0,62.0,60.0,50.0
194.0,44.0,44.0,22.0,62.0,60.0,50.0
195.0,44.0,44.0,22.0,62.0,60.0,50.0
196.0,43.0,44.0,21.0,62.0,60.0,49.0
197.0,43.0,43.0,20.0,61.0,60.0,48.0
198.0,43.0,42.0,19.0,61.0,60.0,48.0
199.0,43.0,42.0,19.0,61.0,60.0,47.0
200.0,43.0,42.0,19.0,61.0,60.0,47.0
201.0,43.0,41.0,19.0,61.0,60.0,47.0
202.0,43.0,41.0,19.0,61.0,60.0,46.0
203.0,43.0,41.0,19.0,61.0,59.0,46.0
204.0,43.0,41.0,19.0,61.0,59.0,46.0
205.0,43.0,40.0,19.0,61.0,59.0,46.0
206.0,42.0,39.0,19.0,61.0,59.0,46.0
207.0,41.0,39.0,19.0,61.0,59.0,46.0
208.0,41.0,39.0,19.0,61.0,59.0,46.0
209.0,41.0,39.0,19.0,61.0,59.0,46.0
210.0,41.0,39.0,19.0,60.0,59.0,46.0
211.0,41.0,39.0,19.0,60.0,58.0,46.0
212.0,41.0,39.0,19.0,60.0,58.0,46.0
213.0,41.0,39.0,19.0,60.0,58.0,45.0
214.0,41.0,39.0,18.0,60.0,58.0,45.0
215.0,41.0,39.0,18.0,60.0,58.0,44.0
216.0,41.0,39.0,18.0,59.0,58.0,44.0
217.0,41.0,39.0,18.0,58.0,58.0,44.0
218.0,41.0,39.0,18.0,58.0,58.0,44.0
219.0,41.0,39.0,18.0,58.0,58.0,44.0
220.0,41.0,39.0,18.0,58.0,58.0,44.0
221.0,41.0,39.0,18.0,57.0,58.0,44.0
222.0,41.0,39.0,18.0,57.0,58.0,44.0
223.0,41.0,39.0,18.0,57.0,58.0,44.0
224.0,41.0,39.0,18.0,57.0,58.0,44.0
225.0,41.0,39.0,18.0,57.0,58.0,44.0
226.0,41.0,39.0,18.0,57.0,58.0,44.0
227.0,41.0,39.0,18.0,57.0,58.0,44.0
228.0,41.0,39.0,18.0,57.0,58.0,44.0
229.0,41.0,39.0,18.0,57.0,58.0,44.0
230.0,41.0,39.0,18.0,57.0,58.0,44.0
231.0,41.0,39.0,18.0,57.0,58.0,44.0
232.0,41.0,38.0,18.0,57.0,58.0,44.0
233.0,41.0,38.0,18.0,57.0,58.0,44.0
234.0,41.0,38.0,18.0,57.0,58.0,44.0
235.0,41.0,38.0,18.0,57.0,58.0,44.0
236.0,41.0,38.0,18.0,57.0,58.0,44.0
237.0,40.0,38.0,18.0,57.0,58.0,44.0
238.0,39.0,38.0,18.0,57.0,58.0,44.0
239.0,39.0,38.0,18.0,57.0,58.0,44.0
240.0,39.0,38.0,17.0,57.0,58.0,43.0
241.0,39.0,38.0,17.0,57.0,58.0,43.0
242.0,39.0,38.0,17.0,56.0,58.0,43.0
243.0,39.0,38.0,17.0,56.0,58.0,43.0
244.0,39.0,38.0,17.0,56.0,58.0,43.0
245.0,39.0,38.0,17.0,56.0,58.0,43.0
246.0,38.0,37.0,17.0,56.0,58.0,43.0
247.0,38.0,37.0,17.0,56.0,57.0,42.0
248.0,38.0,37.0,17.0,56.0,57.0,42.0
249.0,37.0,37.0,17.0,56.0,56.0,42.0
250.0,37.0,36.0,17.0,55.0,56.0,42.0
251.0,37.0,35.0,17.0,54.0,56.0,42.0
252.0,37.0,35.0,17.0,54.0,56.0,42.0
253.0,37.0,35.0,17.0,54.0,55.0,41.0
254.0,37.0,35.0,17.0,54.0,54.0,41.0
255.0,36.0,35.0,17.0,53.0,54.0,41.0
256.0,35.0,35.0,17.0,53.0,54.0,41.0
257.0,35.0,35.0,17.0,52.0,54.0,41.0
258.0,35.0,35.0,17.0,52.0,54.0,41.0
259.0,35.0,35.0,17.0,52.0,54.0,41.0
260.0,35.0,35.0,17.0,52.0,54.0,41.0
261.0,35.0,35.0,17.0,52.0,54.0,41.0
262.0,35.0,35.0,17.0,52.0,54.0,41.0
263.0,35.0,35.0,17.0,52.0,54.0,41.0
264.0,35.0,35.0,17.0,52.0,54.0,41.0
265.0,35.0,35.0,17.0,52.0,54.0,41.0
266.0,35.0,35.0,17.0,52.0,54.0,41.0
267.0,35.0,35.0,17.0,52.0,54.0,41.0
268.0,35.0,35.0,17.0,52.0,54.0,41.0
269.0,35.0,35.0,17.0,52.0,54.0,41.0
270.0,35.0,35.0,17.0,52.0,54.0,41.0
271.0,35.0,35.0,17.0,52.0,54.0,41.0
272.0,35.0,35.0,17.0,52.0,54.0,41.0
273.0,35.0,35.0,17.0,52.0,54.0,41.0
274.0,35.0,35.0,17.0,51.0,54.0,41.0
275.0,35.0,35.0,17.0,51.0,54.0,41.0
276.0,35.0,35.0,17.0,51.0,54.0,41.0
277.0,35.0,35.0,17.0,51.0,54.0,41.0
278.0,35.0,35.0,17.0,50.0,54.0,41.0
279.0,35.0,35.0,16.0,50.0,54.0,41.0
280.0,35.0,35.0,16.0,50.0,54.0,41.0
281.0,35.0,35.0,15.0,50.0,54.0,41.0
282.0,35.0,35.0,15.0,50.0,54.0,41.0
283.0,35.0,35.0,15.0,50.0,54.0,41.0
284.0,35.0,35.0,15.0,50.0,54.0,41.0
285.0,35.0,34.0,15.0,49.0,54.0,41.0
286.0,34.0,34.0,15.0,49.0,54.0,41.0
287.0,34.0,34.0,15.0,49.0,54.0,41.0
288.0,34.0,34.0,15.0,49.0,54.0,41.0
289.0,34.0,34.0,15.0,49.0,54.0,41.0
290.0,34.0,34.0,15.0,49.0,54.0,41.0
291.0,34.0,34.0,15.0,48.0,53.0,41.0
292.0,34.0,34.0,15.0,48.0,53.0,41.0
293.0,34.0,34.0,15.0,48.0,53.0,41.0
294.0,34.0,34.0,15.0,48.0,53.0,41.0
295.0,34.0,34.0,15.0,48.0,53.0,41.0
296.0,34.0,34.0,15.0,48.0,53.0,41.0
297.0,34.0,34.0,15.0,48.0,52.0,41.0
298.0,34.0,34.0,15.0,48.0,52.0,41.0
299.0,34.0,34.0,15.0,48.0,52.0,41.0
300.0,34.0,34.0,15.0,48.0,52.0,41.0
301.0,34.0,33.0,15.0,48.0,52.0,41.0
302.0,34.0,33.0,15.0,48.0,52.0,41.0
303.0,34.0,33.0,15.0,48.0,52.0,41.0
304.0,34.0,33.0,15.0,48.0,52.0,41.0
305.0,34.0,33.0,15.0,48.0,52.0,41.0
306.0,34.0,33.0,15.0,48.0,52.0,41.0
307.0,34.0,32.0,15.0,48.0,52.0,41.0
308.0,33.0,32.0,15.0,48.0,52.0,41.0
309.0,33.0,32.0,15.0,48.0,52.0,41.0
310.0,33.0,32.0,15.0,48.0,52.0,41.0
311.0,33.0,32.0,15.0,48.0,52.0,41.0
312.0,33.0,32.0,15.0,48.0,52.0,41.0
313.0,33.0,32.0,14.0,48.0,52.0,41.0
314.0,33.0,32.0,14.0,48.0,52.0,41.0
315.0,33.0,32.0,14.0,48.0,52.0,41.0
316.0,33.0,32.0,14.0,48.0,52.0,41.0
317.0,33.0,31.0,14.0,48.0,52.0,41.0
318.0,33.0,31.0,14.0,48.0,51.0,41.0
319.0,33.0,31.0,14.0,48.0,51.0,41.0
320.0,33.0,31.0,14.0,48.0,51.0,41.0
321.0,33.0,31.0,14.0,48.0,51.0,41.0
322.0,33.0,31.0,14.0,48.0,51.0,41.0
323.0,33.0,31.0,14.0,48.0,50.0,40.0
324.0,33.0,30.0,14.0,48.0,50.0,40.0
325.0,33.0,30.0,14.0,48.0,50.0,40.0
326.0,33.0,30.0,14.0,48.0,49.0,40.0
327.0,33.0,30.0,14.0,47.0,49.0,40.0
328.0,33.0,30.0,14.0,47.0,49.0,40.0
329.0,32.0,29.0,14.0,47.0,49.0,40.0
330.0,32.0,28.0,14.0,47.0,49.0,40.0
331.0,32.0,28.0,14.0,47.0,49.0,40.0
332.0,32.0,27.0,14.0,47.0,49.0,40.0
333.0,32.0,26.0,14.0,47.0,49.0,40.0
334.0,32.0,26.0,14.0,47.0,48.0,40.0
335.0,32.0,25.0,14.0,47.0,48.0,40.0
336.0,32.0,24.0,14.0,47.0,48.0,40.0
337.0,32.0,24.0,14.0,47.0,48.0,39.0
338.0,32.0,24.0,14.0,47.0,48.0,39.0
339.0,31.0,24.0,14.0,47.0,48.0,39.0
340.0,31.0,24.0,14.0,47.0,48.0,39.0
341.0,31.0,24.0,14.0,46.0,48.0,39.0
342.0,31.0,24.0,14.0,46.0,48.0,39.0
343.0,31.0,23.0,14.0,46.0,48.0,39.0
344.0,31.0,23.0,14.0,46.0,48.0,38.0
345.0,31.0,23.0,14.0,46.0,48.0,38.0
346.0,31.0,23.0,14.0,46.0,48.0,37.0
347.0,30.0,22.0,14.0,46.0,48.0,37.0
348.0,30.0,22.0,14.0,46.0,48.0,37.0
349.0,29.0,22.0,14.0,46.0,48.0,37.0
350.0,29.0,21.0,14.0,46.0,48.0,37.0
351.0,29.0,21.0,14.0,46.0,48.0,37.0
352.0,28.0,21.0,14.0,46.0,48.0,37.0
353.0,28.0,20.0,14.0,46.0,48.0,37.0
354.0,27.0,20.0,14.0,46.0,48.0,37.0
355.0,27.0,20.0,14.0,46.0,48.0,37.0
356.0,27.0,20.0,14.0,46.0,48.0,37.0
357.0,27.0,19.0,14.0,46.0,48.0,37.0
358.0,26.0,18.0,14.0,46.0,48.0,37.0
359.0,26.0,18.0,14.0,46.0,48.0,37.0
360.0,25.0,18.0,14.0,46.0,48.0,37.0
361.0,24.0,17.0,14.0,46.0,48.0,36.0
362.0,24.0,16.0,14.0,46.0,48.0,36.0
363.0,24.0,16.0,14.0,46.0,48.0,36.0
364.0,24.0,16.0,13.0,46.0,48.0,35.0
365.0,24.0,16.0,13.0,46.0,48.0,35.0
366.0,24.0,16.0,13.0,46.0,48.0,35.0
367.0,23.0,16.0,13.0,46.0,48.0,35.0
368.0,23.0,16.0,13.0,46.0,48.0,35.0
369.0,23.0,16.0,13.0,45.0,48.0,35.0
370.0,23.0,16.0,13.0,45.0,48.0,35.0
371.0,23.0,16.0,13.0,45.0,48.0,35.0
372.0,23.0,16.0,13.0,45.0,48.0,35.0
373.0,23.0,16.0,13.0,45.0,48.0,35.0
374.0,23.0,16.0,13.0,45.0,48.0,35.0
375.0,23.0,16.0,13.0,45.0,48.0,35.0
376.0,23.0,16.0,13.0,45.0,48.0,35.0
377.0,23.0,16.0,13.0,45.0,48.0,35.0
378.0,23.0,16.0,13.0,45.0,48.0,35.0
379.0,22.0,15.0,13.0,45.0,48.0,35.0
380.0,21.0,15.0,13.0,45.0,48.0,35.0
381.0,21.0,15.0,13.0,45.0,48.0,35.0
382.0,20.0,15.0,13.0,45.0,48.0,35.0
383.0,19.0,14.0,13.0,45.0,48.0,35.0
384.0,19.0,14.0,13.0,45.0,48.0,35.0
385.0,18.0,14.0,13.0,45.0,48.0,35.0
386.0,18.0,14.0,13.0,45.0,48.0,35.0
387.0,18.0,14.0,13.0,45.0,48.0,35.0
388.0,17.0,14.0,13.0,45.0,47.0,34.0
389.0,16.0,13.0,13.0,45.0,47.0,34.0
390.0,15.0,13.0,13.0,45.0,47.0,34.0
391.0,15.0,13.0,13.0,45.0,47.0,34.0
392.0,15.0,13.0,13.0,45.0,47.0,34.0
393.0,14.0,13.0,13.0,45.0,47.0,34.0
394.0,13.0,13.0,13.0,44.0,47.0,34.0
395.0,13.0,13.0,13.0,44.0,47.0,34.0
396.0,13.0,13.0,13.0,44.0,46.0,34.0
397.0,13.0,13.0,12.0,44.0,46.0,34.0
398.0,13.0,12.0,12.0,44.0,46.0,34.0
399.0,13.0,12.0,12.0,43.0,46.0,34.0
400.0,13.0,12.0,12.0,43.0,46.0,34.0
401.0,13.0,12.0,12.0,43.0,46.0,34.0
402.0,13.0,12.0,12.0,42.0,46.0,34.0
403.0,13.0,12.0,12.0,42.0,46.0,34.0
404.0,13.0,12.0,12.0,42.0,46.0,34.0
405.0,13.0,12.0,12.0,41.0,46.0,34.0
406.0,13.0,12.0,12.0,41.0,46.0,33.0
407.0,13.0,12.0,12.0,41.0,46.0,33.0
408.0,13.0,12.0,12.0,41.0,46.0,33.0
409.0,13.0,12.0,12.0,41.0,46.0,33.0
410.0,12.0,12.0,11.0,40.0,46.0,33.0
411.0,12.0,12.0,11.0,40.0,46.0,33.0
412.0,12.0,12.0,11.0,40.0,46.0,33.0
413.0,12.0,12.0,10.0,40.0,46.0,33.0
414.0,12.0,12.0,10.0,40.0,45.0,33.0
415.0,12.0,12.0,10.0,40.0,45.0,32.0
416.0,12.0,12.0,10.0,40.0,45.0,32.0
417.0,12.0,12.0,10.0,39.0,45.0,32.0
418.0,12.0,12.0,9.0,39.0,45.0,32.0
419.0,12.0,12.0,8.0,39.0,45.0,32.0
420.0,12.0,12.0,8.0,39.0,45.0,31.0
421.0,12.0,12.0,8.0,39.0,45.0,31.0
422.0,12.0,12.0,8.0,39.0,45.0,31.0
423.0,12.0,12.0,8.0,38.0,45.0,31.0
424.0,12.0,12.0,8.0,38.0,45.0,31.0
425.0,12.0,12.0,8.0,38.0,45.0,31.0
426.0,12.0,12.0,8.0,38.0,45.0,31.0
427.0,12.0,12.0,8.0,38.0,45.0,31.0
428.0,12.0,12.0,8.0,38.0,45.0,31.0
429.0,12.0,12.0,8.0,38.0,45.0,31.0
430.0,12.0,12.0,8.0,38.0,45.0,31.0
431.0,12.0,12.0,8.0,38.0,45.0,31.0
432.0,12.0,12.0,8.0,38.0,45.0,31.0
433.0,12.0,12.0,8.0,38.0,45.0,31.0
434.0,12.0,12.0,8.0,38.0,45.0,30.0
435.0,12.0,12.0,8.0,38.0,45.0,30.0
436.0,12.0,12.0,8.0,37.0,45.0,30.0
437.0,12.0,12.0,8.0,36.0,45.0,30.0
438.0,12.0,12.0,8.0,36.0,45.0,30.0
439.0,12.0,12.0,8.0,36.0,45.0,30.0
440.0,12.0,12.0,8.0,36.0,45.0,30.0
441.0,12.0,12.0,8.0,36.0,45.0,30.0
442.0,12.0,12.0,8.0,36.0,45.0,30.0
443.0,12.0,12.0,8.0,35.0,45.0,29.0
444.0,12.0,12.0,8.0,35.0,45.0,29.0
445.0,12.0,12.0,8.0,35.0,45.0,29.0
446.0,12.0,12.0,8.0,35.0,45.0,29.0
447.0,12.0,12.0,8.0,35.0,45.0,29.0
448.0,12.0,12.0,8.0,35.0,45.0,29.0
449.0,11.0,12.0,8.0,35.0,45.0,29.0
450.0,10.0,12.0,8.0,35.0,45.0,29.0
451.0,10.0,12.0,8.0,35.0,45.0,29.0
452.0,10.0,12.0,8.0,35.0,45.0,29.0
453.0,10.0,12.0,8.0,35.0,45.0,29.0
454.0,10.0,12.0,8.0,35.0,45.0,29.0
455.0,10.0,12.0,8.0,35.0,45.0,29.0
456.0,10.0,12.0,8.0,35.0,45.0,29.0
457.0,10.0,12.0,8.0,35.0,45.0,28.0
458.0,10.0,12.0,8.0,35.0,45.0,28.0
459.0,10.0,12.0,8.0,35.0,45.0,28.0
460.0,10.0,12.0,8.0,35.0,45.0,28.0
461.0,9.0,12.0,8.0,35.0,45.0,28.0
462.0,9.0,12.0,8.0,35.0,45.0,28.0
463.0,9.0,12.0,8.0,35.0,45.0,28.0
464.0,9.0,12.0,8.0,35.0,45.0,28.0
465.0,9.0,12.0,8.0,35.0,45.0,28.0
466.0,9.0,12.0,8.0,35.0,45.0,28.0
467.0,9.0,12.0,8.0,35.0,45.0,28.0
468.0,9.0,12.0,8.0,35.0,45.0,27.0
469.0,9.0,12.0,8.0,35.0,45.0,27.0
470.0,9.0,12.0,8.0,34.0,44.0,27.0
471.0,9.0,12.0,8.0,34.0,44.0,27.0
472.0,9.0,12.0,8.0,34.0,44.0,27.0
473.0,9.0,12.0,8.0,34.0,44.0,27.0
474.0,9.0,12.0,8.0,34.0,44.0,27.0
475.0,9.0,12.0,8.0,34.0,44.0,27.0
476.0,9.0,12.0,8.0,34.0,44.0,27.0
477.0,9.0,12.0,8.0,34.0,44.0,27.0
478.0,9.0,12.0,8.0,33.0,44.0,27.0
479.0,9.0,12.0,8.0,33.0,44.0,27.0
480.0,9.0,12.0,8.0,33.0,44.0,27.0
481.0,9.0,12.0,8.0,33.0,44.0,27.0
482.0,9.0,12.0,8.0,33.0,44.0,27.0
483.0,9.0,12.0,8.0,32.0,44.0,27.0
484.0,9.0,12.0,8.0,32.0,44.0,26.0
485.0,9.0,12.0,8.0,32.0,44.0,26.0
486.0,9.0,12.0,8.0,32.0,44.0,26.0
487.0,9.0,12.0,8.0,32.0,44.0,25.0
488.0,9.0,12.0,8.0,31.0,44.0,25.0
489.0,9.0,12.0,8.0,31.0,44.0,25.0
490.0,9.0,12.0,8.0,31.0,44.0,24.0
491.0,9.0,12.0,8.0,31.0,44.0,24.0
492.0,9.0,12.0,8.0,30.0,44.0,23.0
493.0,9.0,12.0,8.0,30.0,44.0,23.0
494.0,9.0,12.0,8.0,30.0,44.0,23.0
